EmpID,CTC ,Salary,Health Insurance,Life Insurance,Pension Plan,Vaccation,Child Care,Performance Bonus,EquityShare,Finance Metrics
472-11-6007,114499.34,80149.538,5724.97,4579.97,12594.93,4,4579.97,2289.99,5,94.48
337-38-9197,72711.26,50897.882,3635.56,2908.45,7998.24,19,2908.45,1454.23,9,60.00
115-25-3643,167710.04,117397.028,8385.5,6708.4,18448.1,15,6708.4,3354.2,5,138.37
866-63-5166,135984.84,95189.388,6799.24,5439.39,14958.33,2,5439.39,2719.7,9,112.21
875-05-2675,157696.93,110387.851,7884.85,6307.88,17346.66,4,6307.88,3153.94,8,130.12
549-43-6004,43156.16,30209.312,2157.81,1726.25,4747.18,11,1726.25,863.12,9,35.61
612-31-8021,191607.71,134125.397,9580.39,7664.31,21076.85,10,7664.31,3832.15,7,158.08
426-45-8501,39052.87,27337.009,1952.64,1562.11,4295.82,16,1562.11,781.06,8,32.23
384-97-9669,50083.68,35058.576,2504.18,2003.35,5509.2,14,2003.35,1001.67,3,41.32
150-37-6953,37331.69,26132.183,1866.58,1493.27,4106.49,20,1493.27,746.63,6,30.82
863-16-6112,192381.36,134666.952,9619.07,7695.25,21161.95,12,7695.25,3847.63,1,158.72
657-17-2381,47122.97,32986.079,2356.15,1884.92,5183.53,20,1884.92,942.46,8,38.90
725-75-3484,41073.8,28751.66,2053.69,1642.95,4518.12,18,1642.95,821.48,7,33.90
410-60-1192,70245.76,49172.032,3512.29,2809.83,7727.03,9,2809.83,1404.92,8,57.96
854-02-6880,139442.37,97609.659,6972.12,5577.69,15338.66,5,5577.69,2788.85,6,115.06
172-28-2140,103548.93,72484.251,5177.45,4141.96,11390.38,11,4141.96,2070.98,6,85.43
594-37-0723,118844.79,83191.353,5942.24,4753.79,13072.93,16,4753.79,2376.9,6,98.06
834-79-1280,117547.66,82283.362,5877.38,4701.91,12930.24,15,4701.91,2350.95,7,96.99
578-29-9188,24572.28,17200.596,1228.61,982.89,2702.95,11,982.89,491.45,4,20.28
525-78-9124,110566.75,77396.725,5528.34,4422.67,12162.34,11,4422.67,2211.34,9,91.22
123-86-8716,92985.46,65089.822,4649.27,3719.42,10228.4,17,3719.42,1859.71,3,76.72
191-96-9509,103000.34,72100.238,5150.02,4120.01,11330.04,19,4120.01,2060.01,9,84.99
429-18-4640,121742.02,85219.414,6087.1,4869.68,13391.62,4,4869.68,2434.84,7,100.46
483-79-3924,179134.48,125394.136,8956.72,7165.38,19704.79,3,7165.38,3582.69,9,147.81
219-69-0207,196571.68,137600.176,9828.58,7862.87,21622.88,15,7862.87,3931.43,7,162.18
157-95-7174,165663.52,115964.464,8283.18,6626.54,18222.99,5,6626.54,3313.27,1,136.69
326-98-1789,129792.24,90854.568,6489.61,5191.69,14277.15,12,5191.69,2595.84,5,107.08
582-62-0322,168635.67,118044.969,8431.78,6745.43,18549.92,2,6745.43,3372.71,0,139.14
702-06-5748,118085.46,82659.822,5904.27,4723.42,12989.4,8,4723.42,2361.71,10,97.43
738-99-9946,139804.24,97862.968,6990.21,5592.17,15378.47,5,5592.17,2796.08,9,115.36
782-80-8456,97623.87,68336.709,4881.19,3904.95,10738.63,19,3904.95,1952.48,9,80.56
864-27-5270,73909.05,51736.335,3695.45,2956.36,8130,10,2956.36,1478.18,7,60.98
598-06-8298,101819.66,71273.762,5090.98,4072.79,11200.16,10,4072.79,2036.39,4,84.01
642-28-7620,124495.81,87147.067,6224.79,4979.83,13694.54,16,4979.83,2489.92,0,102.72
609-31-9496,25470.14,17829.098,1273.51,1018.81,2801.72,1,1018.81,509.4,6,21.04
191-37-5036,157547.02,110282.914,7877.35,6301.88,17330.17,6,6301.88,3150.94,1,129.99
107-02-8934,158948.22,111263.754,7947.41,6357.93,17484.3,11,6357.93,3178.96,1,131.13
508-19-0880,93232.4,65262.68,4661.62,3729.3,10255.56,18,3729.3,1864.65,1,76.93
761-17-2166,159805.21,111863.647,7990.26,6392.21,17578.57,17,6392.21,3196.1,8,131.85
284-79-0359,120295.31,84206.717,6014.77,4811.81,13232.48,5,4811.81,2405.91,4,99.26
801-77-0203,146696.41,102687.487,7334.82,5867.86,16136.61,18,5867.86,2933.93,2,121.04
307-85-6982,112581.26,78806.882,5629.06,4503.25,12383.94,19,4503.25,2251.63,3,92.89
673-54-5412,89303.55,62512.485,4465.18,3572.14,9823.39,6,3572.14,1786.07,3,73.69
584-07-8731,40370.76,28259.532,2018.54,1614.83,4440.78,3,1614.83,807.42,9,33.33
486-33-9498,187376.62,131163.634,9368.83,7495.06,20611.43,8,7495.06,3747.53,0,154.59
217-12-7640,52656.53,36859.571,2632.83,2106.26,5792.22,3,2106.26,1053.13,3,43.46
636-47-2971,53786.57,37650.599,2689.33,2151.46,5916.52,20,2151.46,1075.73,10,44.39
734-06-6084,183528.18,128469.726,9176.41,7341.13,20188.1,10,7341.13,3670.56,10,151.42
428-72-1057,134470.39,94129.273,6723.52,5378.82,14791.74,2,5378.82,2689.41,8,110.96
217-69-5619,71522.9,50066.03,3576.15,2860.92,7867.52,11,2860.92,1430.46,10,59.01
491-20-1481,113625.46,79537.822,5681.27,4545.02,12498.8,7,4545.02,2272.51,9,93.75
483-57-5306,84647.01,59252.907,4232.35,3385.88,9311.17,9,3385.88,1692.94,9,69.84
418-87-4976,72540.15,50778.105,3627.01,2901.61,7979.42,7,2901.61,1450.8,5,59.86
617-62-6012,161620.82,113134.574,8081.04,6464.83,17778.29,6,6464.83,3232.42,9,133.35
744-59-3260,81601.87,57121.309,4080.09,3264.07,8976.21,2,3264.07,1632.04,2,67.34
147-80-3468,144554.88,101188.416,7227.74,5782.2,15901.04,20,5782.2,2891.1,5,119.28
149-91-6646,163184.75,114229.325,8159.24,6527.39,17950.32,12,6527.39,3263.7,6,134.63
708-62-4732,154521.05,108164.735,7726.05,6180.84,16997.32,14,6180.84,3090.42,4,127.49
774-64-2039,137490.34,96243.238,6874.52,5499.61,15123.94,17,5499.61,2749.81,9,113.44
426-40-1257,106061.64,74243.148,5303.08,4242.47,11666.78,19,4242.47,2121.23,1,87.52
225-72-3771,172693.28,120885.296,8634.66,6907.73,18996.26,16,6907.73,3453.87,9,142.48
809-50-8532,63213.38,44249.366,3160.67,2528.54,6953.47,8,2528.54,1264.27,6,52.16
708-23-1891,168331.36,117831.952,8416.57,6733.25,18516.45,14,6733.25,3366.63,0,138.88
799-96-3248,102926.68,72048.676,5146.33,4117.07,11321.93,2,4117.07,2058.53,5,84.94
777-63-0779,197937.47,138556.229,9896.87,7917.5,21773.12,20,7917.5,3958.75,8,163.32
203-54-4188,64246.87,44972.809,3212.34,2569.87,7067.16,8,2569.87,1284.94,5,53.01
217-14-5700,139888.59,97922.013,6994.43,5595.54,15387.74,2,5595.54,2797.77,9,115.43
207-77-4286,189361.01,132552.707,9468.05,7574.44,20829.71,1,7574.44,3787.22,6,156.25
332-97-3396,158111.26,110677.882,7905.56,6324.45,17392.24,11,6324.45,3162.23,5,130.45
888-22-9769,55893.05,39125.135,2794.65,2235.72,6148.24,6,2235.72,1117.86,10,46.13
799-50-3958,67869.8,47508.86,3393.49,2714.79,7465.68,17,2714.79,1357.4,7,56.01
578-97-3617,24457.94,17120.558,1222.9,978.32,2690.37,7,978.32,489.16,5,20.19
199-44-2309,177396.88,124177.816,8869.84,7095.88,19513.66,19,7095.88,3547.94,7,146.37
611-42-2054,109805.85,76864.095,5490.29,4392.23,12078.64,13,4392.23,2196.12,5,90.59
281-76-1769,33294.88,23306.416,1664.74,1331.8,3662.44,17,1331.8,665.9,3,27.48
207-29-9869,28433.73,19903.611,1421.69,1137.35,3127.71,5,1137.35,568.67,7,23.47
259-83-6371,117574.3,82302.01,5878.72,4702.97,12933.17,8,4702.97,2351.49,6,97.01
800-69-1195,192406.59,134684.613,9620.33,7696.26,21164.72,19,7696.26,3848.13,4,158.75
269-81-0423,135239.76,94667.832,6761.99,5409.59,14876.37,15,5409.59,2704.8,9,111.58
628-85-2005,94998.95,66499.265,4749.95,3799.96,10449.88,12,3799.96,1899.98,4,78.38
115-82-0382,170679.39,119475.573,8533.97,6827.18,18774.73,13,6827.18,3413.59,0,140.81
872-02-4633,22339.38,15637.566,1116.97,893.58,2457.33,11,893.58,446.79,6,18.43
498-07-3382,64973.08,45481.156,3248.65,2598.92,7147.04,15,2598.92,1299.46,9,53.61
670-62-5541,152469.28,106728.496,7623.46,6098.77,16771.62,1,6098.77,3049.39,7,125.81
855-23-8727,166227.24,116359.068,8311.36,6649.09,18285,16,6649.09,3324.54,3,137.15
771-04-2292,166969.19,116878.433,8348.46,6678.77,18366.61,1,6678.77,3339.38,0,137.77
860-40-4548,118326.42,82828.494,5916.32,4733.06,13015.91,10,4733.06,2366.53,9,97.63
231-16-2290,21170.05,14819.035,1058.5,846.8,2328.71,8,846.8,423.4,8,17.48
690-89-4227,168303.87,117812.709,8415.19,6732.15,18513.43,16,6732.15,3366.08,7,138.86
487-15-1653,89666.8,62766.76,4483.34,3586.67,9863.35,14,3586.67,1793.34,1,73.98
800-60-6852,88004.59,61603.213,4400.23,3520.18,9680.5,18,3520.18,1760.09,1,72.62
287-16-5697,133966.68,93776.676,6698.33,5358.67,14736.33,9,5358.67,2679.33,0,110.53
284-18-7736,157495.96,110247.172,7874.8,6299.84,17324.56,17,6299.84,3149.92,4,129.95
657-47-8633,61196.75,42837.725,3059.84,2447.87,6731.64,4,2447.87,1223.94,9,50.51
896-50-9731,161492.23,113044.561,8074.61,6459.69,17764.15,14,6459.69,3229.84,8,133.24
690-14-7494,160897.61,112628.327,8044.88,6435.9,17698.74,6,6435.9,3217.95,10,132.76
568-46-1417,67503.03,47252.121,3375.15,2700.12,7425.33,8,2700.12,1350.06,6,55.70
146-11-2216,128505.38,89953.766,6425.27,5140.22,14135.59,16,5140.22,2570.11,1,106.03
752-42-9683,130029.53,91020.671,6501.48,5201.18,14303.25,8,5201.18,2600.59,1,107.28
721-31-7227,188247.54,131773.278,9412.38,7529.9,20707.23,2,7529.9,3764.95,5,155.33
121-03-0975,145005.37,101503.759,7250.27,5800.21,15950.59,12,5800.21,2900.11,3,119.63
536-33-5474,42051.43,29436.001,2102.57,1682.06,4625.66,5,1682.06,841.03,10,34.71
885-79-2836,96423.72,67496.604,4821.19,3856.95,10606.61,13,3856.95,1928.47,0,79.55
659-30-6182,52121.97,36485.379,2606.1,2084.88,5733.42,20,2084.88,1042.44,1,43.02
557-15-7260,94052.35,65836.645,4702.62,3762.09,10345.76,10,3762.09,1881.05,4,77.60
708-23-3087,97255.46,68078.822,4862.77,3890.22,10698.1,11,3890.22,1945.11,3,80.24
400-57-4895,56117.65,39282.355,2805.88,2244.71,6172.94,18,2244.71,1122.35,7,46.31
629-23-0509,67079.14,46955.398,3353.96,2683.17,7378.71,2,2683.17,1341.58,1,55.36
738-53-1801,50314.81,35220.367,2515.74,2012.59,5534.63,19,2012.59,1006.3,2,41.52
622-50-4713,113373.12,79361.184,5668.66,4534.92,12471.04,17,4534.92,2267.46,2,93.54
232-56-6994,48885.54,34219.878,2444.28,1955.42,5377.41,16,1955.42,977.71,9,40.34
268-33-7711,77972.37,54580.659,3898.62,3118.89,8576.96,7,3118.89,1559.45,3,64.34
862-85-1813,110664.56,77465.192,5533.23,4426.58,12173.1,20,4426.58,2213.29,5,91.32
289-98-8288,120203.33,84142.331,6010.17,4808.13,13222.37,4,4808.13,2404.07,7,99.19
746-09-0361,168117.77,117682.439,8405.89,6724.71,18492.95,17,6724.71,3362.36,5,138.71
694-92-6648,64800.63,45360.441,3240.03,2592.03,7128.07,17,2592.03,1296.01,3,53.47
374-64-4598,166380.22,116466.154,8319.01,6655.21,18301.82,1,6655.21,3327.6,6,137.29
394-68-8315,146548.87,102584.209,7327.44,5861.95,16120.38,8,5861.95,2930.98,4,120.91
333-03-8881,73272.11,51290.477,3663.61,2930.88,8059.93,18,2930.88,1465.44,0,60.46
679-13-9397,154322.23,108025.561,7716.11,6172.89,16975.45,8,6172.89,3086.44,5,127.33
593-05-3117,139389.17,97572.419,6969.46,5575.57,15332.81,20,5575.57,2787.78,6,115.01
617-77-8859,68867.53,48207.271,3443.38,2754.7,7575.43,16,2754.7,1377.35,2,56.82
642-21-3948,189868.25,132907.775,9493.41,7594.73,20885.51,7,7594.73,3797.37,3,156.65
432-19-6900,99198.45,69438.915,4959.92,3967.94,10911.83,19,3967.94,1983.97,3,81.85
332-82-0828,83551.02,58485.714,4177.55,3342.04,9190.61,5,3342.04,1671.02,7,68.95
220-11-3599,179608.98,125726.286,8980.45,7184.36,19756.99,6,7184.36,3592.18,6,148.19
642-42-7300,83377.98,58364.586,4168.9,3335.12,9171.58,19,3335.12,1667.56,8,68.80
581-36-0165,159104.14,111372.898,7955.21,6364.17,17501.46,4,6364.17,3182.08,0,131.28
370-09-5430,142922.51,100045.757,7146.13,5716.9,15721.48,8,5716.9,2858.45,9,117.92
217-67-6336,102835.52,71984.864,5141.78,4113.42,11311.91,17,4113.42,2056.71,1,84.85
738-27-4454,184980.82,129486.574,9249.04,7399.23,20347.89,18,7399.23,3699.62,6,152.62
809-05-0982,191914.52,134340.164,9595.73,7676.58,21110.6,10,7676.58,3838.29,10,158.34
216-25-1621,166656.22,116659.354,8332.81,6666.25,18332.18,7,6666.25,3333.12,5,137.50
743-37-3142,120029.05,84020.335,6001.45,4801.16,13203.2,18,4801.16,2400.58,2,99.04
154-49-8131,88670.93,62069.651,4433.55,3546.84,9753.8,18,3546.84,1773.42,2,73.17
611-11-7075,22774.49,15942.143,1138.72,910.98,2505.19,5,910.98,455.49,3,18.80
208-19-8476,71226.32,49858.424,3561.32,2849.05,7834.9,13,2849.05,1424.53,7,58.77
638-38-0183,128219.64,89753.748,6410.98,5128.79,14104.16,2,5128.79,2564.39,7,105.80
826-86-4058,124260.18,86982.126,6213.01,4970.41,13668.62,18,4970.41,2485.2,3,102.53
349-62-5965,142851.73,99996.211,7142.59,5714.07,15713.69,17,5714.07,2857.03,1,117.86
162-84-5143,110178.12,77124.684,5508.91,4407.12,12119.59,14,4407.12,2203.56,5,90.90
720-81-9868,172090.43,120463.301,8604.52,6883.62,18929.95,7,6883.62,3441.81,4,141.99
552-97-0806,152708.33,106895.831,7635.42,6108.33,16797.92,4,6108.33,3054.17,2,126.00
893-70-0234,26356.81,18449.767,1317.84,1054.27,2899.25,3,1054.27,527.14,1,21.76
563-02-8418,156249.75,109374.825,7812.49,6249.99,17187.47,18,6249.99,3125,7,128.92
641-63-6206,76540.74,53578.518,3827.04,3061.63,8419.48,11,3061.63,1530.81,5,63.15
649-56-6281,28625.62,20037.934,1431.28,1145.02,3148.82,7,1145.02,572.51,1,23.63
451-49-5357,137280.23,96096.161,6864.01,5491.21,15100.83,5,5491.21,2745.6,3,113.27
461-07-9792,59397.85,41578.495,2969.89,2375.91,6533.76,12,2375.91,1187.96,7,49.01
177-04-6313,148774.51,104142.157,7438.73,5950.98,16365.2,3,5950.98,2975.49,5,122.76
746-95-1270,170018.74,119013.118,8500.94,6800.75,18702.06,10,6800.75,3400.37,9,140.27
773-11-7229,131257.59,91880.313,6562.88,5250.3,14438.33,16,5250.3,2625.15,1,108.30
859-17-2497,124205.59,86943.913,6210.28,4968.22,13662.61,2,4968.22,2484.11,1,102.49
494-25-0065,186147.91,130303.537,9307.4,7445.92,20476.27,9,7445.92,3722.96,2,153.58
337-75-8903,141172.63,98820.841,7058.63,5646.91,15528.99,7,5646.91,2823.45,9,116.48
594-07-3860,114584.85,80209.395,5729.24,4583.39,12604.33,3,4583.39,2291.7,3,94.55
555-02-1494,108973.72,76281.604,5448.69,4358.95,11987.11,1,4358.95,2179.47,0,89.93
727-36-3574,134321.24,94024.868,6716.06,5372.85,14775.34,12,5372.85,2686.42,4,110.82
134-53-5575,45283.9,31698.73,2264.2,1811.36,4981.23,14,1811.36,905.68,2,37.36
579-63-0045,89887.21,62921.047,4494.36,3595.49,9887.59,13,3595.49,1797.74,10,74.16
722-78-0913,169269.45,118488.615,8463.47,6770.78,18619.64,10,6770.78,3385.39,6,139.65
420-29-1948,53452.86,37417.002,2672.64,2138.11,5879.81,14,2138.11,1069.06,9,44.11
141-48-5122,131706,92194.2,6585.3,5268.24,14487.66,4,5268.24,2634.12,0,108.67
794-86-7247,37879.57,26515.699,1893.98,1515.18,4166.75,11,1515.18,757.59,8,31.26
775-38-3670,136917.78,95842.446,6845.89,5476.71,15060.96,14,5476.71,2738.36,4,112.96
377-78-1917,98307.03,68814.921,4915.35,3932.28,10813.77,6,3932.28,1966.14,7,81.12
749-20-7280,83980.15,58786.105,4199.01,3359.21,9237.82,16,3359.21,1679.6,6,69.29
519-08-6667,169522.59,118665.813,8476.13,6780.9,18647.48,19,6780.9,3390.45,3,139.87
593-45-4394,81160.29,56812.203,4058.01,3246.41,8927.63,17,3246.41,1623.21,8,66.97
800-30-0204,41595.41,29116.787,2079.77,1663.82,4575.5,17,1663.82,831.91,3,34.33
603-90-5815,70514.12,49359.884,3525.71,2820.56,7756.55,9,2820.56,1410.28,10,58.18
887-29-8128,164504.84,115153.388,8225.24,6580.19,18095.53,6,6580.19,3290.1,3,135.73
318-62-6604,80824.55,56577.185,4041.23,3232.98,8890.7,12,3232.98,1616.49,10,66.68
753-72-1954,139857.13,97899.991,6992.86,5594.29,15384.28,18,5594.29,2797.14,3,115.40
605-76-9919,118930.74,83251.518,5946.54,4757.23,13082.38,2,4757.23,2378.61,10,98.14
768-92-8424,192309.39,134616.573,9615.47,7692.38,21154.03,8,7692.38,3846.19,6,158.67
630-38-4410,191831.73,134282.211,9591.59,7673.27,21101.49,3,7673.27,3836.63,2,158.28
416-14-6393,78695.54,55086.878,3934.78,3147.82,8656.51,18,3147.82,1573.91,8,64.94
667-64-4755,59799.96,41859.972,2990,2392,6578,1,2392,1196,6,49.36
536-87-3633,50723.71,35506.597,2536.19,2028.95,5579.61,15,2028.95,1014.47,3,41.85
547-20-6065,58661.73,41063.211,2933.09,2346.47,6452.79,4,2346.47,1173.23,9,48.42
529-98-7186,166603.14,116622.198,8330.16,6664.13,18326.35,1,6664.13,3332.06,2,137.47
779-25-4836,195713.73,136999.611,9785.69,7828.55,21528.51,13,7828.55,3914.27,3,161.47
256-07-6432,72980.25,51086.175,3649.01,2919.21,8027.83,15,2919.21,1459.61,8,60.22
158-26-8724,103234.75,72264.325,5161.74,4129.39,11355.82,10,4129.39,2064.7,0,85.17
787-51-1316,91190.63,63833.441,4559.53,3647.63,10030.97,9,3647.63,1823.81,0,75.24
642-25-7754,109879.35,76915.545,5493.97,4395.17,12086.73,1,4395.17,2197.59,5,90.67
755-60-9788,157279.89,110095.923,7863.99,6291.2,17300.79,19,6291.2,3145.6,10,129.77
631-06-6493,186480.33,130536.231,9324.02,7459.21,20512.84,2,7459.21,3729.61,0,153.87
828-17-0672,165248.3,115673.81,8262.42,6609.93,18177.31,13,6609.93,3304.97,10,136.34
202-27-1756,147579.38,103305.566,7378.97,5903.18,16233.73,19,5903.18,2951.59,7,121.77
723-13-6437,177745.67,124421.969,8887.28,7109.83,19552.02,15,7109.83,3554.91,2,146.65
217-33-4098,47328.59,33130.013,2366.43,1893.14,5206.14,6,1893.14,946.57,4,39.06
630-68-6446,35935.6,25154.92,1796.78,1437.42,3952.92,3,1437.42,718.71,0,29.66
481-90-0850,160770.7,112539.49,8038.54,6430.83,17684.78,1,6430.83,3215.41,1,132.66
858-33-7960,181572.44,127100.708,9078.62,7262.9,19972.97,18,7262.9,3631.45,10,149.81
192-50-3199,168587.94,118011.558,8429.4,6743.52,18544.67,17,6743.52,3371.76,2,139.10
324-90-4078,128093.48,89665.436,6404.67,5123.74,14090.28,15,5123.74,2561.87,8,105.69
494-47-8475,167629.2,117340.44,8381.46,6705.17,18439.21,5,6705.17,3352.58,7,138.31
251-65-4992,38090.46,26663.322,1904.52,1523.62,4189.95,16,1523.62,761.81,7,31.44
787-86-7382,48739.91,34117.937,2437,1949.6,5361.39,11,1949.6,974.8,4,40.21
580-46-3530,37868.37,26507.859,1893.42,1514.73,4165.52,19,1514.73,757.37,10,31.26
751-70-3991,36955.9,25869.13,1847.8,1478.24,4065.15,7,1478.24,739.12,1,30.50
717-88-3084,70109.99,49076.993,3505.5,2804.4,7712.1,19,2804.4,1402.2,10,57.86
211-99-2561,53837.31,37686.117,2691.87,2153.49,5922.1,18,2153.49,1076.75,8,44.43
895-09-7414,41922.58,29345.806,2096.13,1676.9,4611.48,5,1676.9,838.45,7,34.60
325-53-1251,121536.15,85075.305,6076.81,4861.45,13368.98,20,4861.45,2430.72,1,100.28
373-52-5906,97742.52,68419.764,4887.13,3909.7,10751.68,8,3909.7,1954.85,6,80.65
383-17-9722,131585.77,92110.039,6579.29,5263.43,14474.43,18,5263.43,2631.72,2,108.57
110-28-0674,87645.65,61351.955,4382.28,3505.83,9641.02,12,3505.83,1752.91,0,72.31
193-56-3595,143594.28,100515.996,7179.71,5743.77,15795.37,16,5743.77,2871.89,3,118.47
506-70-6802,58854.55,41198.185,2942.73,2354.18,6474,2,2354.18,1177.09,1,48.58
190-27-5331,169535.35,118674.745,8476.77,6781.41,18648.89,10,6781.41,3390.71,10,139.87
151-96-7538,64149.69,44904.783,3207.48,2565.99,7056.47,17,2565.99,1282.99,1,52.93
467-38-1171,150967.27,105677.089,7548.36,6038.69,16606.4,9,6038.69,3019.35,10,124.56
203-33-9753,94436.93,66105.851,4721.85,3777.48,10388.06,1,3777.48,1888.74,8,77.94
185-39-8015,74218.29,51952.803,3710.91,2968.73,8164.01,13,2968.73,1484.37,6,61.23
313-08-9678,178579.26,125005.482,8928.96,7143.17,19643.72,11,7143.17,3571.59,4,147.33
602-11-7100,131166.78,91816.746,6558.34,5246.67,14428.35,14,5246.67,2623.34,6,108.22
453-82-0553,76158.33,53310.831,3807.92,3046.33,8377.42,15,3046.33,1523.17,8,62.84
843-08-7046,53249.47,37274.629,2662.47,2129.98,5857.44,7,2129.98,1064.99,3,43.94
150-21-3930,161203.23,112842.261,8060.16,6448.13,17732.36,18,6448.13,3224.06,7,133.01
781-91-5379,184297.78,129008.446,9214.89,7371.91,20272.76,13,7371.91,3685.96,5,152.05
606-17-5760,77331.7,54132.19,3866.59,3093.27,8506.49,5,3093.27,1546.63,0,63.81
135-71-4371,101243.84,70870.688,5062.19,4049.75,11136.82,13,4049.75,2024.88,3,83.53
888-51-6281,109759.51,76831.657,5487.98,4390.38,12073.55,5,4390.38,2195.19,0,90.57
273-12-4359,146676.49,102673.543,7333.82,5867.06,16134.41,17,5867.06,2933.53,3,121.02
202-56-1568,105758.89,74031.223,5287.94,4230.36,11633.48,9,4230.36,2115.18,7,87.26
548-40-3319,33395.03,23376.521,1669.75,1335.8,3673.45,8,1335.8,667.9,2,27.56
424-85-6288,35705.12,24993.584,1785.26,1428.2,3927.56,10,1428.2,714.1,10,29.46
823-16-8935,49328.16,34529.712,2466.41,1973.13,5426.1,13,1973.13,986.56,2,40.70
391-65-1832,56398.72,39479.104,2819.94,2255.95,6203.86,18,2255.95,1127.97,4,46.54
743-45-9060,175176.09,122623.263,8758.8,7007.04,19269.37,18,7007.04,3503.52,3,144.53
530-29-7473,89828.07,62879.649,4491.4,3593.12,9881.09,19,3593.12,1796.56,4,74.12
592-83-5922,115494.8,80846.36,5774.74,4619.79,12704.43,10,4619.79,2309.9,3,95.29
513-31-9742,191197.47,133838.229,9559.87,7647.9,21031.72,14,7647.9,3823.95,1,157.74
844-71-4538,85475.9,59833.13,4273.8,3419.04,9402.35,11,3419.04,1709.52,10,70.52
268-50-0737,199807,139864.9,9990.35,7992.28,21978.77,7,7992.28,3996.14,5,164.85
601-64-0800,196298.38,137408.866,9814.92,7851.94,21592.82,17,7851.94,3925.97,3,161.96
472-04-3327,153265.41,107285.787,7663.27,6130.62,16859.2,20,6130.62,3065.31,3,126.46
404-49-8509,73697.69,51588.383,3684.88,2947.91,8106.75,14,2947.91,1473.95,4,60.81
129-13-2000,25293.28,17705.296,1264.66,1011.73,2782.26,14,1011.73,505.87,6,20.87
431-81-7853,86272.45,60390.715,4313.62,3450.9,9489.97,6,3450.9,1725.45,9,71.19
492-44-7332,189095.06,132366.542,9454.75,7563.8,20800.46,13,7563.8,3781.9,9,156.01
873-58-9689,77931.9,54552.33,3896.6,3117.28,8572.51,6,3117.28,1558.64,7,64.31
152-89-1103,20644.45,14451.115,1032.22,825.78,2270.89,6,825.78,412.89,3,17.04
615-80-7068,136438.43,95506.901,6821.92,5457.54,15008.23,19,5457.54,2728.77,3,112.58
899-82-0144,188435.02,131904.514,9421.75,7537.4,20727.85,6,7537.4,3768.7,1,155.47
470-53-0897,137839.72,96487.804,6891.99,5513.59,15162.37,10,5513.59,2756.79,6,113.72
595-17-2729,95955.36,67168.752,4797.77,3838.21,10555.09,17,3838.21,1919.11,9,79.18
811-30-9692,25878.47,18114.929,1293.92,1035.14,2846.63,12,1035.14,517.57,7,21.35
554-61-1993,169061.63,118343.141,8453.08,6762.47,18596.78,4,6762.47,3381.23,4,139.49
209-82-9382,31270.85,21889.595,1563.54,1250.83,3439.79,15,1250.83,625.42,4,25.81
665-63-5935,36659.56,25661.692,1832.98,1466.38,4032.55,19,1466.38,733.19,6,30.26
837-47-2160,104184.09,72928.863,5209.2,4167.36,11460.25,12,4167.36,2083.68,2,85.95
641-24-3292,141104.31,98773.017,7055.22,5644.17,15521.47,15,5644.17,2822.09,7,116.42
183-63-5022,65846.29,46092.403,3292.31,2633.85,7243.09,5,2633.85,1316.93,10,54.34
761-56-6331,85006.22,59504.354,4250.31,3400.25,9350.68,18,3400.25,1700.12,6,70.14
645-08-6914,164829.01,115380.307,8241.45,6593.16,18131.19,7,6593.16,3296.58,1,135.99
545-07-0885,129731.23,90811.861,6486.56,5189.25,14270.44,11,5189.25,2594.62,10,107.03
124-97-7216,107029.43,74920.601,5351.47,4281.18,11773.24,1,4281.18,2140.59,5,88.32
389-63-9822,39736.04,27815.228,1986.8,1589.44,4370.96,10,1589.44,794.72,0,32.79
332-16-2019,106462.49,74523.743,5323.12,4258.5,11710.87,18,4258.5,2129.25,6,87.85
106-82-9003,64342.01,45039.407,3217.1,2573.68,7077.62,3,2573.68,1286.84,9,53.10
836-29-0100,133091.05,93163.735,6654.55,5323.64,14640.02,18,5323.64,2661.82,0,109.81
443-29-8463,69386.28,48570.396,3469.31,2775.45,7632.49,13,2775.45,1387.73,3,57.25
442-63-2299,140436.08,98305.256,7021.8,5617.44,15447.97,15,5617.44,2808.72,2,115.87
324-75-8283,75979.6,53185.72,3798.98,3039.18,8357.76,16,3039.18,1519.59,4,62.69
881-85-3665,121010.73,84707.511,6050.54,4840.43,13311.18,11,4840.43,2420.21,7,99.84
244-14-8288,157491.34,110243.938,7874.57,6299.65,17324.05,9,6299.65,3149.83,2,129.94
299-75-4444,95960.01,67172.007,4798,3838.4,10555.6,2,3838.4,1919.2,7,79.19
253-91-2039,43940.46,30758.322,2197.02,1757.62,4833.45,5,1757.62,878.81,5,36.27
321-13-3127,162627.54,113839.278,8131.38,6505.1,17889.03,11,6505.1,3252.55,0,134.17
217-32-6079,154501.42,108150.994,7725.07,6180.06,16995.16,10,6180.06,3090.03,7,127.47
830-44-4101,64481.49,45137.043,3224.07,2579.26,7092.96,15,2579.26,1289.63,8,53.21
543-29-5998,134417.06,94091.942,6720.85,5376.68,14785.88,13,5376.68,2688.34,1,110.90
524-28-4003,165603.37,115922.359,8280.17,6624.13,18216.37,19,6624.13,3312.07,9,136.64
182-87-0920,86052.56,60236.792,4302.63,3442.1,9465.78,13,3442.1,1721.05,6,71.00
834-68-3191,116039.73,81227.811,5801.99,4641.59,12764.37,11,4641.59,2320.79,9,95.74
711-68-8981,87705.19,61393.633,4385.26,3508.21,9647.57,11,3508.21,1754.1,10,72.36
